OBJNAME,ORIGINAL_NAME,ALIASES,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,EPOCH,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,TEFF,TEFF_SOURCE,SP_TYPE,SP_SOURCE,VSINI,VSINI_ERR,VSINI_SOURCE,UMAG,UMAG_SOURCE,GMAG,GMAG_SOURCE,RMAG,RMAG_SOURCE,IMAG,IMAG_SOURCE,ZMAG,ZMAG_SOURCE,JMAG,JMAG_SOURCE,HMAG,HMAG_SOURCE,KMAG,KMAG_SOURCE,NOTES,USED,KEYWORDS
TOI5799,Gaia DR2 1807887150930343424,G 143-29|Karmn J20065+159|LSPM J2006+1559|2MASS J20063105+1559171|NLTT 48731|PM J20065+1559|TIC 328081248|UCAC4 530-124837|USNO-B1.0 1059-00536098|WISEA J200631.18+155919.6|Gaia DR3 1807887150930343424|Gaia DR2 1807887150930343424|GAIA_DR2_1807887150930343424|TOI-5799|G143-29|KarmnJ20065+159|LSPMJ2006+1559|2MASSJ20063105+1559171|NLTT48731|PMJ20065+1559|TIC328081248|UCAC4530-124837|USNO-B1.01059-00536098|WISEAJ200631.18+155919.6|GaiaDR31807887150930343424|GaiaDR21807887150930343424|GAIADR21807887150930343424|TOI-5799,301.630179,Gaia DR2,15.98914176,Gaia DR2,2457206,177.6346626,Gaia DR2,244.2052762,Gaia DR2,35.92638611,Gaia DR2,-21.482,2015ApJS..220...16T,3520,2015ApJS..220...16T,M2.0V,2015A&A...577A.128A,,,,,,,,,,,,,,,,,,,, Added on 2025-01-18 03:15:57.891 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI5879,Gaia DR2 1793136446510419072,Gaia DR2 1793136446510419072|GAIA_DR2_1793136446510419072|GAIA_DR2_1793136446510419072|TOI-5879|GaiaDR21793136446510419072|GAIADR21793136446510419072|GAIADR21793136446510419072|TOI-5879,328.3517806,Gaia DR2,21.41416057,Gaia DR2,2457206,15.35730808,Gaia DR2,-55.36037636,Gaia DR2,5.949833468,Gaia DR2,,,3355,exofop.ipac.caltech.edu/tess,,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2025-01-18 03:28:58.461 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI6008,TOI6008,2MASS J20414744+4938482|CNS5 5102|LSPM J2041+4938|PM J20417+4938|TIC 286201103|TOI-6008|USNO-B1.0 1396-00362830|Gaia DR2 2168280502430898944|Gaia DR3 2168280502430898944|2MASSJ20414744+4938482|CNS55102|LSPMJ2041+4938|PMJ20417+4938|TIC286201103|TOI-6008|USNO-B1.01396-00362830|GaiaDR22168280502430898944|GaiaDR32168280502430898944,310.4487344,Gaia DR2,49.64689915,Gaia DR2,2457206,158.4424445,Gaia DR2,44.40398638,Gaia DR2,43.2595942,Gaia DR2,-51.47,2018MNRAS.475.1960F,3098,exofop.ipac.caltech.edu/tess,dM6.5,2022ApJ...927..122H,,,,,,,,,,,,,,,,,,,, Added on 2025-01-18 03:06:43.975 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI6091,Gaia DR2 2096661544805149952,Gaia DR2 2096661544805149952|GAIA_DR2_2096661544805149952|GAIA_DR2_2096661544805149952|TOI-6091|GaiaDR22096661544805149952|GAIADR22096661544805149952|GAIADR22096661544805149952|TOI-6091,281.4614504,Gaia DR2,37.23589099,Gaia DR2,2457206,-6.216824012,Gaia DR2,-37.82691585,Gaia DR2,10.53430976,Gaia DR2,,,3921,via spdrs@apikipiha,,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2024-08-08 19:12:14.562 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI611,TOI-611,TYC 6563-494-1|2MASS J08080828-2803578|TIC 154459165|TOI-611|Gaia DR2 5693753348782558336|Gaia DR3 5693753348782558336|Gaia DR1 5693753344474534400|TOIM611|TOI 611|TOI611A|TOI-611A|TOI 611A|TOI-611 A|TOI 611 A|TYC6563-494-1|2MASSJ08080828-2803578|TIC154459165|TOI-611|GaiaDR25693753348782558336|GaiaDR35693753348782558336|GaiaDR15693753344474534400|TOIM611|TOI611|TOI611A|TOI-611A|TOI611A|TOI-611A|TOI611A,122.0343465,Gaia DR2,-28.06618859,Gaia DR2,2457206,-32.65963449,Gaia DR2,-22.30827639,Gaia DR2,10.2462623,Gaia DR2,-1.36,2018yCat.1345....0G,4869,ExoFOP,,,,,,,,,,,,,,,,,,,,,, Added on 2024-11-29 15:37:17.684 by nirps-client@maestria using drs_astrometrics.py,1,
TOI6303,Gaia DR2 239050153051494272,Gaia DR2 239050153051494272|GAIA_DR2_239050153051494272|GAIA_DR2_239050153051494272|TOI-6303|GaiaDR2239050153051494272|GAIADR2239050153051494272|GAIADR2239050153051494272|TOI-6303,46.78065016,Gaia DR2,40.14717398,Gaia DR2,2457206,32.94104124,Gaia DR2,-35.37589138,Gaia DR2,6.541149921,Gaia DR2,,,3848,exofop.ipac.caltech.edu/tess,,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2025-01-18 03:22:21.989 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI6310,Gaia DR2 102403908806478848,Gaia DR2 102403908806478848|GAIA_DR2_102403908806478848|GAIA_DR2_102403908806478848|TOI-6310|GaiaDR2102403908806478848|GAIADR2102403908806478848|GAIADR2102403908806478848|TOI-6310,37.76111692,Gaia DR2,25.41329041,Gaia DR2,2457206,78.80707504,Gaia DR2,-22.20716034,Gaia DR2,10.31831989,Gaia DR2,,,3900,exofop.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2024-11-05 17:05:22.642 by spdrs@32dcd4761891 using drs_astrometrics.py,1,
TOI6368,Gaia DR2 192732225004968320,Gaia DR2 192732225004968320|GAIA_DR2_192732225004968320|GAIA_DR2_192732225004968320|TOI-6368|GaiaDR2192732225004968320|GAIADR2192732225004968320|GAIADR2192732225004968320|TOI-6368,86.97530321,Gaia DR2,41.94232738,Gaia DR2,2457206,20.8100489,Gaia DR2,-126.0016237,Gaia DR2,9.899769075,Gaia DR2,,,3192,exofop.ipac.caltech.edu/tess,,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2025-01-18 03:39:21.969 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI6383,TOI6383,UCAC4 755-031652|** TOI 6383A|2MASS J04014183+6053297|TIC 328513434|TOI-6383|WISE J040141.89+605329.2|Gaia DR3 473934011733049856|UCAC4755-031652|**TOI6383A|2MASSJ04014183+6053297|TIC328513434|TOI-6383|WISEJ040141.89+605329.2|GaiaDR3473934011733049856,60.42430944,UCAC4,60.89160722,UCAC4,2451544.5,38.09999847,UCAC4,-50.40000153,UCAC4,0,UCAC4,,,3425,exofop.ipac.caltech.edu/tess,M3,2024AJ....168..273B,,,,,,,,,,,,,,,,,,,, Added on 2025-01-18 03:31:23.766 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI6478,TOI6478,2MASS J09595797-1609323|TIC 332657786|TOI-6478|WISEA J095958.01-160934.4|Gaia DR3 5673934548598976256|Gaia DR2 5673934548598976256|2MASSJ09595797-1609323|TIC332657786|TOI-6478|WISEAJ095958.01-160934.4|GaiaDR35673934548598976256|GaiaDR25673934548598976256,149.9918059,Gaia DR2,-16.15979353,Gaia DR2,2457206,52.41141304,Gaia DR2,-172.3130732,Gaia DR2,25.87421408,Gaia DR2,,,3275,PI data in Kealahou,,,,,,,,,,,,,,,,,,,,,, Added on 2026-02-06 01:11:18.563 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI654,G 163-31,G 163-31|2MASS J10585379-0532468|NLTT 25886|TIC 35009898|TOI-654|WISEA J105853.86-053249.8|Gaia DR2 3788670679927991296|Gaia DR3 3788670679927991296|G_163M31|TOI_654|G163-31|2MASSJ10585379-0532468|NLTT25886|TIC35009898|TOI-654|WISEAJ105853.86-053249.8|GaiaDR23788670679927991296|GaiaDR33788670679927991296|G163M31|TOI654,164.7245509,Gaia DR2,-5.54754456,Gaia DR2,2457206,99.17376166,Gaia DR2,-266.1074533,Gaia DR2,17.28574736,Gaia DR2,,,3433,TICv8 (via nirps-client@maestria),,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 18:21:30.056 by nirps-client@maestria using drs_astrometrics.py,1,
TOI663,WT 1825,2MASS J10401596-0830385|TIC 54962195|TOI-663|WISEA J104015.85-083039.4|WT 1825|Gaia DR2 3762515188088861184|Gaia DR3 3762515188088861184|WT_1825|TOI663|TOI-663|TOI 663|2MASSJ10401596-0830385|TIC54962195|TOI-663|WISEAJ104015.85-083039.4|WT1825|GaiaDR23762515188088861184|GaiaDR33762515188088861184|WT1825|TOI663|TOI-663|TOI663,160.0658525,Gaia DR2,-8.511082703,Gaia DR2,2457206,-142.1820591,Gaia DR2,-82.96196626,Gaia DR2,15.54008561,Gaia DR2,33.06,2018yCat.1345....0G,3664,TICv8 (via nirps-client@maestria),,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-28 03:22:42.611 by nirps-client@maestria using drs_astrometrics.py,1,
TOI667,L 320-124,LHS   281|** GJ 1132A|GCRV 26265|GEN# +9.86320124|GJ  1132|LFT  707|L  320-124|LTT  3758|2MASS J10145184-4709244|NLTT 23819|PM 10129-4655|PM J10148-4709|RAVE J101451.9-470925|TIC 101955023|TOI-667|UCAC4 215-047789|WDS J10149-4709A|WISEA J101450.66-470919.7|WISE J101450.69-470919.8|[RHG95]  1608|Gaia DR3 5413438219396893568|Gaia DR2 5413438219396893568|L_320M124|TOI667|TOI-667|TOI 667|LHS281|**GJ1132A|GCRV26265|GEN#+9.86320124|GJ1132|LFT707|L320-124|LTT3758|2MASSJ10145184-4709244|NLTT23819|PM10129-4655|PMJ10148-4709|RAVEJ101451.9-470925|TIC101955023|TOI-667|UCAC4215-047789|WDSJ10149-4709A|WISEAJ101450.66-470919.7|WISEJ101450.69-470919.8|[RHG95]1608|GaiaDR35413438219396893568|GaiaDR25413438219396893568|L320M124|TOI667|TOI-667|TOI667,153.7090696,Gaia DR2,-47.15493577,Gaia DR2,2457206,-1053.97912,Gaia DR2,414.3003238,Gaia DR2,79.25433823,Gaia DR2,,,3200,2020AJ....160...83S,M4,1985ApJS...59..197B,,,,,,,,,,,,,,,,,,,,Added on 2023-03-28 03:17:32.005 by nirps-client@maestria using drs_astrometrics.py,1,
TOI6674,Gaia DR2 428410038458702720,Gaia DR2 428410038458702720|GAIA_DR2_428410038458702720|GAIA_DR2_428410038458702720|TOI-6674|GaiaDR2428410038458702720|GAIADR2428410038458702720|GAIADR2428410038458702720|TOI-6674,8.33432214,Gaia DR2,59.10992263,Gaia DR2,2457206,22.96354054,Gaia DR2,16.08595008,Gaia DR2,6.496654555,Gaia DR2,,,3907,exofop.ipac.caltech.edu/tess,,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2025-01-18 03:19:26.589 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI672,UCAC4 254-049407,UCAC4 254-049407|DENIS J111157.6-391940|2MASS J11115769-3919400|RAVE J111157.7-391940|TIC 151825527|TOI-672|USNO-B1.0 0506-00240359|Gaia DR2 5396580575830873728|Gaia DR3 5396580575830873728|UCAC4_254M049407|TOI_672|UCAC4254-049407|DENISJ111157.6-391940|2MASSJ11115769-3919400|RAVEJ111157.7-391940|TIC151825527|TOI-672|USNO-B1.00506-00240359|GaiaDR25396580575830873728|GaiaDR35396580575830873728|UCAC4254M049407|TOI672,167.9908627,Gaia DR2,-39.32811509,Gaia DR2,2457206,85.14101866,Gaia DR2,-74.72771469,Gaia DR2,14.91724752,Gaia DR2,-3.99,2018yCat.1345....0G,3600,2020AJ....160...83S,,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 18:19:13.965 by nirps-client@maestria using drs_astrometrics.py,1,
TOI674,TOI-674,UCAC4 266-058707|2MASS J10582099-3651292|TIC 158588995|TOI-674|WISEA J105820.84-365129.1|WISE J105820.85-365129.1|Gaia DR3 5400949450924312576|Gaia DR2 5400949450924312576|TOIM674|UCAC4266-058707|2MASSJ10582099-3651292|TIC158588995|TOI-674|WISEAJ105820.84-365129.1|WISEJ105820.85-365129.1|GaiaDR35400949450924312576|GaiaDR25400949450924312576|TOIM674,164.5874517,UCAC4,-36.85809528,UCAC4,2451544.5,-161.6999969,UCAC4,-1.299999952,UCAC4,0,UCAC4,13.82,2022yCat.1355....0G,3411,TICv8,,,,,,,,,,,,,,,,,,,,,, Added on 2025-06-07 17:06:26.327 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
TOI6894,Gaia DR2 3917278287286247808,Gaia DR2 3917278287286247808|GAIA_DR2_3917278287286247808|GAIA_DR2_3917278287286247808|TOI-6894|GaiaDR23917278287286247808|GAIADR23917278287286247808|GAIADR23917278287286247808|TOI-6894,173.4691418,Gaia DR2,12.45109065,Gaia DR2,2457206,-146.7997865,Gaia DR2,22.14243332,Gaia DR2,13.51996741,Gaia DR2,,,3133,TESS=67512645 (via spdrs@apikipiha),,,,,,,,,,,,,,,,,,,,,,Not in SIMBAD. Found in Gaia DR2.  Added on 2024-02-25 05:54:14.362 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI6898,TYC 6955-850-1,TYC 6955-850-1|2MASS J22123743-2412323|RAVE J221237.4-241232|RAVE J221237.4-241233|TIC 441158994|Gaia DR2 6626368113699333248|Gaia DR3 6626368113699333248|TYC_6955M850M1|TOI-6898|TOIM6898|TYC6955-850-1|2MASSJ22123743-2412323|RAVEJ221237.4-241232|RAVEJ221237.4-241233|TIC441158994|GaiaDR26626368113699333248|GaiaDR36626368113699333248|TYC6955M850M1|TOI-6898|TOIM6898,333.1558465,Gaia DR2,-24.20953518,Gaia DR2,2457206,-25.92956696,Gaia DR2,-112.5730823,Gaia DR2,17.46295315,Gaia DR2,13.79,2020AJ....160...83S,4250,2020AJ....160...83S,,,,,,,,,,,,,,,,,,,,,, Added on 2025-05-18 20:43:22.635 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
TOI696,TOI-696,LHS  1678|APMPM J0433-3947|GCRV 26232|LFT  360|L  375-2|LTT  2022|2MASS J04324261-3947112|NLTT 13515|PM 04310-3952|PM J04327-3947|RAVE J043242.6-394711|TIC 77156829|TOI-696|UCAC4 252-004629|WISEA J043242.84-394722.1|[SII2000] 156|Gaia DR2 4864160624337973248|Gaia DR3 4864160624337973248|LHS1678|APMPMJ0433-3947|GCRV26232|LFT360|L375-2|LTT2022|2MASSJ04324261-3947112|NLTT13515|PM04310-3952|PMJ04327-3947|RAVEJ043242.6-394711|TIC77156829|TOI-696|UCAC4252-004629|WISEAJ043242.84-394722.1|[SII2000]156|GaiaDR24864160624337973248|GaiaDR34864160624337973248,68.17898663,Gaia DR2,-39.79087441,Gaia DR2,2457206,239.4104246,Gaia DR2,-967.7717977,Gaia DR2,50.27730442,Gaia DR2,,,3800,2020AJ....160...83S,M2.0,2007AJ....133.2825R,,,,,,,,,,,,,,,,,,,,Added on 2023-08-18 15:58:55.024 by nirps-client@maestria using drs_astrometrics.py,1,
TOI703,TOI-703,TYC 8507-1175-1|DENIS J035159.8-595257|GSC 08507-01175|2MASS J03515989-5952574|RAVE J035159.9-595257|TIC 237928815|TOI-703|USNO-B1.0 0301-00024906|Gaia DR2 4680955147898508032|Gaia DR3 4680955152194756864|Gaia DR1 4680955147898508032|TOIM703|TOI 703|TOI703A|TOI-703A|TOI 703A|TOI-703 A|TOI 703 A|TYC8507-1175-1|DENISJ035159.8-595257|GSC08507-01175|2MASSJ03515989-5952574|RAVEJ035159.9-595257|TIC237928815|TOI-703|USNO-B1.00301-00024906|GaiaDR24680955147898508032|GaiaDR34680955152194756864|GaiaDR14680955147898508032|TOIM703|TOI703|TOI703A|TOI-703A|TOI703A|TOI-703A|TOI703A,57.99982337,Gaia DR2,-59.88244243,Gaia DR2,2457206,28.77472878,Gaia DR2,32.67432396,Gaia DR2,8.236830917,Gaia DR2,25.74,2018yCat.1345....0G,5465,2020AJ....160...83S,,,,,,,,,,,,,,,,,,,,,, Added on 2024-11-29 15:33:14.050 by nirps-client@maestria using drs_astrometrics.py,1,
TOI7125,TOI7125,UCAC4 752-082852|2MASS J23470532+6014593|TIC 272829240|TOI-7125|WISE J234705.48+601459.5|Gaia DR3 2011742516582606336|TOI_7125|TIC-272829240|TIC272829240|UCAC4752-082852|2MASSJ23470532+6014593|TIC272829240|TOI-7125|WISEJ234705.48+601459.5|GaiaDR32011742516582606336|TOI7125|TIC-272829240|TIC272829240,356.773229,Gaia DR3,60.24985982,Gaia DR3,2457388.5,114.348724,Gaia DR3,5.507516304,Gaia DR3,8.641511721,Gaia DR3,1.68,2022yCat.1355....0G,3437,TIC v8.2,,,,,,,,,,,,,,,,,,,,,, Added on 2025-10-27 18:08:44.978 by spirou-client@titan.astro.umontreal.ca using drs_astrometrics.py,1,
TOI727,Gaia DR2 3072157538091829120,2MASS J08425684-0229529|Gaia DR2 3072157538091829120|TIC 149788158|TOI 727|TOI-727|TOI727|2MASSJ08425684-0229529|GaiaDR23072157538091829120|TIC149788158|TOI727|TOI-727|TOI727,130.7369307,Gaia DR2,-2.498585034,Gaia DR2,2457206,22.57703245,Gaia DR2,-120.1502132,Gaia DR2,23.24208043,Gaia DR2,24.28,2018yCat.1345....0G,3748,HEADER[CFHT],,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:11.494 by cook@cook using drs_astrometrics.py,1,
TOI732,TOI-732,** LDS 3977A|2MASS J10183516-1142599|G 162-44|Gaia DR2 3767281845873242112|Gaia EDR3 3767281845873242112|Karmn J10185-117|LP  729-54|LTT  3780|NLTT 23974|PM J10185-1143|TIC 36724087|TOI-732|UCAC4 392-050728|WDS J10185-1143A|WISEA J101834.88-114302.8|LP 729-54|LTT 3780|TOI 732|TOI732|**LDS3977A|2MASSJ10183516-1142599|G162-44|GaiaDR23767281845873242112|GaiaEDR33767281845873242112|KarmnJ10185-117|LP729-54|LTT3780|NLTT23974|PMJ10185-1143|TIC36724087|TOI-732|UCAC4392-050728|WDSJ10185-1143A|WISEAJ101834.88-114302.8|LP729-54|LTT3780|TOI732|TOI732,154.6448549,Gaia EDR3,-11.71783537,Gaia EDR3,2457388.5,-341.5372661,Gaia EDR3,-247.7472525,Gaia EDR3,45.39719521,Gaia EDR3,,,3433,2021A&A...656A.162M,M4.0,2005A&A...442..211S,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:13.638 by cook@cook using drs_astrometrics.py,1,
TOI736,TOI-736,2MASS J11024596-1624222|Gaia DR2 3562427951852172288|LP  791-18|SIPS J1102-1624|TIC 181804752|TOI-736|LP 791-18|TOI 736|TOI736|2MASSJ11024596-1624222|GaiaDR23562427951852172288|LP791-18|SIPSJ1102-1624|TIC181804752|TOI-736|LP791-18|TOI736|TOI736,165.6904843,Gaia DR2,-16.4064445,Gaia DR2,2457206,-221.0782704,Gaia DR2,-58.9988606,Gaia DR2,37.71770843,Gaia DR2,,,2960,HEADER[CFHT],,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:15.786 by cook@cook using drs_astrometrics.py,1,
TOI7464,Gaia DR3 1022973218913663488,TIC 251090642|TOI-7464|Gaia DR3 1022973218913663488|GAIA_DR3_1022973218913663488|TIC251090642|TOI-7464|GaiaDR31022973218913663488|GAIADR31022973218913663488,139.793957,2020yCat.1350....0G,53.59464459,2020yCat.1350....0G,2451545,-29.47,2020yCat.1350....0G,-20.298,2020yCat.1350....0G,8.7216,2020yCat.1350....0G,-2.83,2022yCat.1355....0G,3560,Entered by PI in Kealahou,,,,,,,,,,,,,,,,,,,,,, Added on 2026-02-06 00:52:56.765 by spdrs@apikipiha using drs_astrometrics.py,1,
TOI756,WT 351,2MASS J12482523-4528140|GALAH 170418003201148|TIC 73649615|TOI-756|WT 351|Gaia DR2 6129327525817451648|Gaia DR3 6129327525817451648|WT_351|TOI_756|2MASSJ12482523-4528140|GALAH170418003201148|TIC73649615|TOI-756|WT351|GaiaDR26129327525817451648|GaiaDR36129327525817451648|WT351|TOI756,192.103738,Gaia DR2,-45.47047094,Gaia DR2,2457206,-216.3719417,Gaia DR2,29.20852177,Gaia DR2,11.57546714,Gaia DR2,,,3533,2019AJ....158..138S,,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 15:49:12.266 by nirps-client@maestria using drs_astrometrics.py,1,
TOI763,TOI-763,CD-39  7945|CPD-39  5792|2MASS J12575245-3945275|PPM 744661|TIC 178819686|TOI-763|UCAC4 252-056134|WISEA J125752.37-394528.5|WISE J125752.38-394528.5|Gaia DR3 6140553127216043648|Gaia DR2 6140553127216043648|CD-397945|CPD-395792|2MASSJ12575245-3945275|PPM744661|TIC178819686|TOI-763|UCAC4252-056134|WISEAJ125752.37-394528.5|WISEJ125752.38-394528.5|GaiaDR36140553127216043648|GaiaDR26140553127216043648,194.468098,Gaia DR2,-39.75806133,Gaia DR2,2457206,-76.90164029,Gaia DR2,-84.81679189,Gaia DR2,10.48366447,Gaia DR2,-13.68,2018yCat.1345....0G,5450,2020MNRAS.498.4503F,,,,,,,,,,,,,,,,,,,,,,Added on 2023-08-22 14:41:42.584 by nirps-client@maestria using drs_astrometrics.py,1,
TOI771,UCAC4 086-023421,UCAC4 086-023421|2MASS J10562716-7259054|TIC 277634430|Gaia DR2 5229384714547758720|Gaia DR3 5229384714547758720|UCAC4_086M023421|TOI-771|TOI_771|UCAC4086-023421|2MASSJ10562716-7259054|TIC277634430|GaiaDR25229384714547758720|GaiaDR35229384714547758720|UCAC4086M023421|TOI-771|TOI771,164.1138903,Gaia DR2,-72.98517363,Gaia DR2,2457206,39.47527376,Gaia DR2,-76.41092917,Gaia DR2,39.52997131,Gaia DR2,,,3231,TICv8 (via nirps-client@maestria),,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 18:23:40.319 by nirps-client@maestria using drs_astrometrics.py,1,
TOI772,TOI-772,TYC 6110-1007-1|2MASS J12404596-2152217|TIC 286864983|TOI-772|Gaia DR2 3502914269362946688|Gaia DR3 3502914269362946688|Gaia DR1 3502914269362946688|TOI-772A|TOIM772A|TYC6110-1007-1|2MASSJ12404596-2152217|TIC286864983|TOI-772|GaiaDR23502914269362946688|GaiaDR33502914269362946688|GaiaDR13502914269362946688|TOI-772A|TOIM772A,190.1913967,Gaia DR3,-21.8727832,Gaia DR3,2457388.5,-29.71778133,Gaia DR3,-11.63587814,Gaia DR3,7.316676863,Gaia DR3,-15.12,2018yCat.1345....0G,5144,2024A&A...683A.125P,,,,,,,,,,,,,,,,,,,,,, Added on 2026-03-05 01:39:44.820 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
TOI782,TOI-782,UCAC4 356-064219|2MASS J12154108-1854365|TIC 429358906|TOI-782|WISE J121540.96-185436.9|Gaia DR2 3518374197418907648|Gaia DR3 3518374197418907648|TOIM782|TOI_782|UCAC4356-064219|2MASSJ12154108-1854365|TIC429358906|TOI-782|WISEJ121540.96-185436.9|GaiaDR23518374197418907648|GaiaDR33518374197418907648|TOIM782|TOI782,183.9203614,Gaia DR2,-18.91033774,Gaia DR2,2457206,-163.7203902,Gaia DR2,-36.81855136,Gaia DR2,19.01472166,Gaia DR2,-5.39,2022yCat.1355....0G,3331,TICv8 (via nirps-client@maestria),,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 18:16:39.128 by nirps-client@maestria using drs_astrometrics.py,1,
TOI837,TOI-837,CPD-63  1435|** TOI  837A|GSC 08964-00017|2MASS J10280898-6430189|PATHOS-30|TIC 460205581|TOI-837|TYC 8964-17-1|WDS J10281-6430A|Gaia DR3 5251470948229949568|Gaia DR1 5251470943909316096|Gaia DR2 5251470948229949568|TOIM837|CPD-631435|**TOI837A|GSC08964-00017|2MASSJ10280898-6430189|PATHOS-30|TIC460205581|TOI-837|TYC8964-17-1|WDSJ10281-6430A|GaiaDR35251470948229949568|GaiaDR15251470943909316096|GaiaDR25251470948229949568|TOIM837,157.0372806,Gaia DR2,-64.50521068,Gaia DR2,2457206,-18.0165422,Gaia DR2,11.30677468,Gaia DR2,6.989271021,Gaia DR2,18.2,2022yCat.1355....0G,,,,,,,,,,,,,,,,,,,,,,,,Added on 2024-02-19 18:53:49.874 by nirps-client@rali using drs_astrometrics.py,1,
TOI841,TOI-841,UCAC4 184-007645|2MASS J06194628-5313362|TIC 238932509|TOI-841|WISE J061946.30-531336.2|Gaia DR2 5500698107867793536|TOIM841|TOIM841A|TOI-841A|UCAC4184-007645|2MASSJ06194628-5313362|TIC238932509|TOI-841|WISEJ061946.30-531336.2|GaiaDR25500698107867793536|TOIM841|TOIM841A|TOI-841A|TOI841|TOI841A,94.94299346,Gaia DR2,-53.22670661,Gaia DR2,2457206,15.0992546,Gaia DR2,15.17229089,Gaia DR2,3.238333204,Gaia DR2,19.53,2018yCat.1345....0G,5045,TESS Input Catalog (ExoFOP),,,,,,,,,,,,,,,,,,,,,, Added on 2026-02-05 14:39:15.420 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
TOI876,2MASS J05362611-2414377,2MASS J05362611-2414377|Gaia DR2 2963392606627366912|LP  837-48|NLTT 15371|TIC 32497972|LP 837-48|TOI 876|TOI-876|TOI876|2MASSJ05362611-2414377|GaiaDR22963392606627366912|LP837-48|NLTT15371|TIC32497972|LP837-48|TOI876|TOI-876|TOI876,84.10933444,Gaia DR2,-24.24444383,Gaia DR2,2457206,102.7235463,Gaia DR2,-136.4274962,Gaia DR2,12.7610717,Gaia DR2,7.85,2018yCat.1345....0G,3955,HEADER[CFHT],,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:17.963 by cook@cook using drs_astrometrics.py,1,
TOI904,TOI-904,2MASS J05572938-8307486|TIC 261257684|TOI-904|Gaia DR2 4620844400530949376|Gaia DR3 4620844400530949376|TOIM904|TOI904|TOI-904|TOI_904|2MASSJ05572938-8307486|TIC261257684|TOI-904|GaiaDR24620844400530949376|GaiaDR34620844400530949376|TOIM904|TOI904|TOI-904|TOI904,89.37124017,Gaia DR3,-83.12971099,Gaia DR3,2457388.5,-28.77430125,Gaia DR3,110.9275816,Gaia DR3,21.7092007,Gaia DR3,1.94,2018yCat.1345....0G,3770,2023ApJ...959L...1H,,,,,,,,,,,,,,,,,,,,,, Added on 2026-01-03 05:51:23.342 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
TOI912,L 20-1,L   20-1|LTT  6063|2MASS J15172165-8028225|NLTT 39596|PM J15173-8028|TIC 406941612|TOI-912|UCAC4 048-014457|WISEA J151719.81-802823.5|Gaia DR2 5772442647192375808|Gaia DR3 5772442647192375808|L_20M1|TOI_912|L20-1|LTT6063|2MASSJ15172165-8028225|NLTT39596|PMJ15173-8028|TIC406941612|TOI-912|UCAC4048-014457|WISEAJ151719.81-802823.5|GaiaDR25772442647192375808|GaiaDR35772442647192375808|L20M1|TOI912,229.3285665,Gaia DR2,-80.4733446,Gaia DR2,2457206,-450.9549625,Gaia DR2,-93.81931176,Gaia DR2,38.27459476,Gaia DR2,,,3566,TICv8 (via nirps-client@maestria),,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 18:01:21.497 by nirps-client@maestria using drs_astrometrics.py,1,
